identifiers,date,page
"Oral History , Accession Number: 2000.373 , RG Number: RG-50.030.0460",interview: 2000 July 27,https://collections.ushmm.org/search/catalog/irn506744
"Oral History , Accession Number: 1996.A.0476 , RG Number: RG-50.030.0445",interview: 1996 October 14,https://collections.ushmm.org/search/catalog/irn504930
"Oral History , RG Number: RG-50.030.0330",interview: 1995 April 30,https://collections.ushmm.org/search/catalog/irn504824
"Oral History , RG Number: RG-50.030.0099",interview: 1990 October 30,https://collections.ushmm.org/search/catalog/irn504593
"Oral History , Accession Number: 2015.100.1 , RG Number: RG-50.106.0240",interview: 2015 March 31,https://collections.ushmm.org/search/catalog/irn163713
"Oral History , Accession Number: 2015.372.1 , RG Number: RG-50.106.0253",interview: 2015 November 13,https://collections.ushmm.org/search/catalog/irn530371
"Oral History , Accession Number: 2001.137.69 , RG Number: RG-50.010.0069",interview: 1980 December 10,https://collections.ushmm.org/search/catalog/irn508938
"Oral History , Accession Number: 2010.7 , RG Number: RG-50.615.0001",creation: 1991,https://collections.ushmm.org/search/catalog/irn39188
"Oral History , Accession Number: 1997.A.0382.2 , RG Number: RG-50.469.0002",interview: 1997 May 20,https://collections.ushmm.org/search/catalog/irn513716
"Oral History , Accession Number: 2022.9.21 , RG Number: RG-90.217.0021",Unknown,https://collections.ushmm.org/search/catalog/irn734862
"Oral History , Accession Number: 1992.A.0125.22 , RG Number: RG-50.233.0022",interview: 1992 July 24,https://collections.ushmm.org/search/catalog/irn509100
"Oral History , Accession Number: 1999.A.0122.941 , RG Number: RG-50.477.0941",interview: 1990 October 17,https://collections.ushmm.org/search/catalog/irn516990
"Oral History , Accession Number: 1999.A.0122.871 , RG Number: RG-50.477.0871",interview: 1990 August 09,https://collections.ushmm.org/search/catalog/irn515941
"Oral History , Accession Number: 1999.A.0122.753 , RG Number: RG-50.477.0753",interview: 1991 August 27,https://collections.ushmm.org/search/catalog/irn515674
"Oral History , Accession Number: 1999.A.0122.1385 , RG Number: RG-50.477.1385",interview: 1983 April 12,https://collections.ushmm.org/search/catalog/irn47679
"Oral History , Accession Number: 1999.A.0122.1339 , RG Number: RG-50.477.1339",interview: 1983 April 12,https://collections.ushmm.org/search/catalog/irn47615
"Oral History , Accession Number: 1999.A.0122.1359 , RG Number: RG-50.477.1359",interview: 1983 April 28,https://collections.ushmm.org/search/catalog/irn47653
"Oral History , Accession Number: 1999.A.0122.1265 , RG Number: RG-50.477.1265",interview: 1991 March 12,https://collections.ushmm.org/search/catalog/irn46002
"Oral History , Accession Number: 2004.631 , RG Number: RG-50.030.0492",interview: 2004 December 22,https://collections.ushmm.org/search/catalog/irn516148
"Oral History , Accession Number: 1997.A.0441.33 , RG Number: RG-50.462.0033",interview: 1987 November 06,https://collections.ushmm.org/search/catalog/irn508653
"Oral History , Accession Number: 1989.228.8 , RG Number: RG-50.060.0008",interview: 1988 January 25,https://collections.ushmm.org/search/catalog/irn512492
"Oral History , RG Number: RG-50.999.0641",interview: 2018 April 19,https://collections.ushmm.org/search/catalog/irn706905
"Oral History , RG Number: RG-50.999.0703",interview: 2019 June 20,https://collections.ushmm.org/search/catalog/irn713269
"Oral History , Accession Number: 1992.A.0126.9 , RG Number: RG-50.156.0009",interview: 1987 January 26,https://collections.ushmm.org/search/catalog/irn510660
"Oral History , RG Number: RG-50.030.0345",interview: 1995 July 24,https://collections.ushmm.org/search/catalog/irn504839
"Oral History , Accession Number: 1999.A.0122.1310 , RG Number: RG-50.477.1310",interview: 1983 April 12,https://collections.ushmm.org/search/catalog/irn47582
"Oral History , Accession Number: 1999.A.0122.1212 , RG Number: RG-50.477.1212",interview: 1985 March 05,https://collections.ushmm.org/search/catalog/irn45945
"Oral History , RG Number: RG-50.030.0315",interview: 1991 September 26,https://collections.ushmm.org/search/catalog/irn504810
"Oral History , Accession Number: 1994.A.0447.22 , RG Number: RG-50.042.0022",interview: 1992 March 11,https://collections.ushmm.org/search/catalog/irn505575
"Oral History , Accession Number: 2007.52 , RG Number: RG-50.106.0169",interview: 2007 March 06,https://collections.ushmm.org/search/catalog/irn518905
"Oral History , Accession Number: 1996.A.0472 , RG Number: RG-50.549.01.0017",interview: 1996 August 11,https://collections.ushmm.org/search/catalog/irn504927
"Oral History , Accession Number: 1994.A.0433 , RG Number: RG-50.106.0005",interview: 1994 March 21,https://collections.ushmm.org/search/catalog/irn504427
"Oral History , Accession Number: 1998.A.0119.5 , RG Number: RG-50.471.0005",interview: 1997 May 27,https://collections.ushmm.org/search/catalog/irn511022
"Oral History , Accession Number: 1990.402.1 , RG Number: RG-50.030.0253",interview: 1990 June 07,https://collections.ushmm.org/search/catalog/irn504743
"Oral History , Accession Number: 1997.A.0441.77 , RG Number: RG-50.462.0077",interview: 1989 January 02,https://collections.ushmm.org/search/catalog/irn508718
"Oral History , Accession Number: 1997.A.0441.25 , RG Number: RG-50.462.0025",interview: 1985 May 23,https://collections.ushmm.org/search/catalog/irn508646
"Oral History , Accession Number: 1997.A.0441.8 , RG Number: RG-50.462.0008",interview: 1986 May 15,https://collections.ushmm.org/search/catalog/irn508629
"Oral History , Accession Number: 1996.A.0586.15 , RG Number: RG-50.407.0015",interview: 1995 November 14,https://collections.ushmm.org/search/catalog/irn505798
"Oral History , Accession Number: 1995.A.1257.2 , RG Number: RG-50.322.0002",interview: 1984 July 27,https://collections.ushmm.org/search/catalog/irn510454
"Oral History , Accession Number: 1992.A.0128.69 , RG Number: RG-50.165.0069",interview: 1989 December 13,https://collections.ushmm.org/search/catalog/irn511294
"Oral History , Accession Number: 1992.A.0128.93 , RG Number: RG-50.165.0093",interview: 1989 August 23,https://collections.ushmm.org/search/catalog/irn511314
"Oral History , Accession Number: 1992.A.0126.52 , RG Number: RG-50.156.0052",interview: 1982 September 11,https://collections.ushmm.org/search/catalog/irn510706
"Oral History , Accession Number: 1992.A.0126.22 , RG Number: RG-50.156.0022",interview: 1987 March 09,https://collections.ushmm.org/search/catalog/irn510676
"Oral History , Accession Number: 1989.228.34 , RG Number: RG-50.060.0034",interview: 1988 June 07,https://collections.ushmm.org/search/catalog/irn512520
"Oral History , Accession Number: 1991.A.0112.16 , RG Number: RG-50.045.0016",interview: 1986 January 18,https://collections.ushmm.org/search/catalog/irn506607
"Oral History , Accession Number: 2008.369 , RG Number: RG-50.030.0546",interview: 2008 November 09,https://collections.ushmm.org/search/catalog/irn41495
"Oral History , Accession Number: 2001.137.60 , RG Number: RG-50.010.0060",interview: 1980 June 08,https://collections.ushmm.org/search/catalog/irn508929
"Oral History , RG Number: RG-50.999.0547",interview: 2016 April 13,https://collections.ushmm.org/search/catalog/irn598660
"Oral History , RG Number: RG-50.999.0455",interview: 2014 April 02,https://collections.ushmm.org/search/catalog/irn598568
"Oral History , Accession Number: 2010.9.4 , RG Number: RG-50.609.0004",interview: 2006,https://collections.ushmm.org/search/catalog/irn39665
"Oral History , Accession Number: 2020.210.22 , RG Number: RG-90.121.0022",interview: 2014,https://collections.ushmm.org/search/catalog/irn716127
"Oral History , Accession Number: 2020.210.3 , RG Number: RG-90.121.0003",interview: 2012,https://collections.ushmm.org/search/catalog/irn716108
"Oral History , Accession Number: 1999.A.0122.961 , RG Number: RG-50.477.0961",interview: 1990 July 12,https://collections.ushmm.org/search/catalog/irn517009
"Oral History , Accession Number: 2000.95 , RG Number: RG-50.030.0408",interview: 2000 May 11,https://collections.ushmm.org/search/catalog/irn507298
"Oral History , RG Number: RG-50.030.0353",interview: 1993 October 19,https://collections.ushmm.org/search/catalog/irn504846
"Oral History , Accession Number: 2002.9 , RG Number: RG-50.106.0148",interview: 2002 January 16,https://collections.ushmm.org/search/catalog/irn509678
"Oral History , Accession Number: 2015.25.1 , RG Number: RG-50.030.0790",interview: 2015 January 28,https://collections.ushmm.org/search/catalog/irn96024
"Oral History , RG Number: RG-50.030.0280",interview: 1993 December 13,https://collections.ushmm.org/search/catalog/irn504764
"Oral History , Accession Number: 2015.371.1 , RG Number: RG-50.106.0252",interview: 2015 November 09,https://collections.ushmm.org/search/catalog/irn530369
"Oral History , Accession Number: 2001.137.68 , RG Number: RG-50.010.0068",interview: 1978 August 07,https://collections.ushmm.org/search/catalog/irn508937
"Oral History , RG Number: RG-50.999.0429",interview: 2013 May 30,https://collections.ushmm.org/search/catalog/irn598542
"Oral History , RG Number: RG-50.999.0677",interview: 2019 March 21,https://collections.ushmm.org/search/catalog/irn713243
"Oral History , Accession Number: 2015.21.1 , RG Number: RG-50.030.0786",interview: 2015 January 23,https://collections.ushmm.org/search/catalog/irn96018
"Oral History , Accession Number: 1989.H.0339 , RG Number: RG-50.030.0048",interview: 1989 September 22,https://collections.ushmm.org/search/catalog/irn504548
"Oral History , Accession Number: 2016.196.1 , RG Number: RG-50.030.0882",interview: 2016 June 08,https://collections.ushmm.org/search/catalog/irn545781
"Oral History , Accession Number: 1992.A.0124.100 , RG Number: RG-50.028.0100",interview: 1996 February 10,https://collections.ushmm.org/search/catalog/irn508839
"Oral History , Accession Number: 1999.A.0122.28 , RG Number: RG-50.477.0028",interview: 1992 April 08interview: 1992 April 23interview: 1992 December 02,https://collections.ushmm.org/search/catalog/irn507699
"Film , Accession Number: 1996.166 , RG Number: RG-60.5003 , Film ID: 3112, 3113, 3114, 3115, 3116, 3117, 3118",Event: 1979Production: 1985,https://collections.ushmm.org/search/catalog/irn1003912
"Oral History , Accession Number: 2014.24.7 , RG Number: RG-50.755.0007",interview: 2010,https://collections.ushmm.org/search/catalog/irn76762
"Oral History , Accession Number: 1994.A.0447.3 , RG Number: RG-50.042.0003",interview: 1992 February 27,https://collections.ushmm.org/search/catalog/irn505557
"Oral History , Accession Number: 2015.340.1 , RG Number: RG-50.106.0249",interview: 2015 October 08,https://collections.ushmm.org/search/catalog/irn525804
"Oral History , Accession Number: 1996.A.0419 , RG Number: RG-50.030.0377",interview: 1996 July 26,https://collections.ushmm.org/search/catalog/irn504870
"Oral History , RG Number: RG-50.030.0098",interview: 1990 October 30,https://collections.ushmm.org/search/catalog/irn504592
"Oral History , Accession Number: 1995.A.1286.29 , RG Number: RG-50.405.0029",interview: 1990 April 30,https://collections.ushmm.org/search/catalog/irn511674
"Oral History , Accession Number: 1992.A.0128.129 , RG Number: RG-50.165.0129",interview: 1989 August 25,https://collections.ushmm.org/search/catalog/irn511346
"Oral History , Accession Number: 1992.A.0128.83 , RG Number: RG-50.165.0083",Unknown,https://collections.ushmm.org/search/catalog/irn511305
"Oral History , Accession Number: 1992.A.0128.105 , RG Number: RG-50.165.0105",interview: 1989 August 23,https://collections.ushmm.org/search/catalog/irn511325
"Oral History , Accession Number: 1995.A.1284.23 , RG Number: RG-50.147.0023",interview: 1983 May 20,https://collections.ushmm.org/search/catalog/irn510775
"Oral History , Accession Number: 1989.346.16 , RG Number: RG-50.031.0016",interview: 1986 December 09,https://collections.ushmm.org/search/catalog/irn507448
"Oral History , RG Number: RG-50.999.0524",interview: 2015 June 25,https://collections.ushmm.org/search/catalog/irn598637
"Oral History , Accession Number: 2020.210.46 , RG Number: RG-90.121.0046",interview: 2013,https://collections.ushmm.org/search/catalog/irn716151
"Oral History , Accession Number: 1992.A.0126.31 , RG Number: RG-50.156.0031",interview: 1987 January 26,https://collections.ushmm.org/search/catalog/irn510685
"Oral History , RG Number: RG-50.030.0347",interview: 1995 August 02,https://collections.ushmm.org/search/catalog/irn504841
"Oral History , Accession Number: 1999.A.0122.915 , RG Number: RG-50.477.0915",interview: 1989 December 05interview: 1990 August 07,https://collections.ushmm.org/search/catalog/irn516932
"Oral History , Accession Number: 1999.A.0122.304 , RG Number: RG-50.477.0304",interview: 1991 May 16interview: 1991 July 11interview: 1991 December 11,https://collections.ushmm.org/search/catalog/irn509542
"Oral History , Accession Number: 1992.A.0125.67 , RG Number: RG-50.233.0067",interview: 1992 January 16,https://collections.ushmm.org/search/catalog/irn509150
"Oral History , Accession Number: 2002.345 , RG Number: RG-50.030.0462",interview: 2000 September 07,https://collections.ushmm.org/search/catalog/irn508470
"Oral History , RG Number: RG-50.030.0243",interview: 1991 July 08,https://collections.ushmm.org/search/catalog/irn504727
"Oral History , RG Number: RG-50.030.0234",interview: 1991 September 27,https://collections.ushmm.org/search/catalog/irn504723
"Oral History , Accession Number: 1993.A.0094.25 , RG Number: RG-50.150.0025",interview: 1978 April 11,https://collections.ushmm.org/search/catalog/irn510628
"Oral History , RG Number: RG-50.999.0478",interview: 2014 June 19,https://collections.ushmm.org/search/catalog/irn598591
"Oral History , Accession Number: 2003.147 , RG Number: RG-50.561.0001",interview: 1981 September 10interview: 1984 August 11interview: 1986 July 23interview: 1987 February 16,https://collections.ushmm.org/search/catalog/irn511210
"Oral History , Accession Number: 1999.A.0122.967 , RG Number: RG-50.477.0967",interview: 1991 August 27,https://collections.ushmm.org/search/catalog/irn517015
"Oral History , Accession Number: 1999.A.0122.633 , RG Number: RG-50.477.0633",interview: 1990 January 28,https://collections.ushmm.org/search/catalog/irn514590
"Oral History , Accession Number: 1999.A.0122.1454 , RG Number: RG-50.477.1454",interview: 1983 April 13,https://collections.ushmm.org/search/catalog/irn47726
"Oral History , Accession Number: 2018.239.1 , RG Number: RG-50.032.0001",interview: 2004 March 06,https://collections.ushmm.org/search/catalog/irn613031
"Oral History , Accession Number: 1996.A.0153 , RG Number: RG-50.030.0429",interview: 1996 May 13,https://collections.ushmm.org/search/catalog/irn504902
"Oral History , Accession Number: 1999.A.0137.4 , RG Number: RG-50.549.05.0004",interview: 1999 July 14,https://collections.ushmm.org/search/catalog/irn508255
"Oral History , Accession Number: 2014.24.9 , RG Number: RG-50.755.0009",interview: 2010,https://collections.ushmm.org/search/catalog/irn76764
"Oral History , Accession Number: 1989.A.0349 , RG Number: RG-50.030.0167",interview: 1989 November 06,https://collections.ushmm.org/search/catalog/irn504670
"Oral History , Accession Number: 2016.82.2 , RG Number: RG-50.926.0002",interview: 2015 April 15,https://collections.ushmm.org/search/catalog/irn538189
"Oral History , Accession Number: 1990.419.1 , RG Number: RG-50.030.0036",interview: 1990 July 09,https://collections.ushmm.org/search/catalog/irn504540
"Oral History , Accession Number: 1992.A.0128.57 , RG Number: RG-50.165.0057",interview: 1989 September 18,https://collections.ushmm.org/search/catalog/irn511282
"Oral History , Accession Number: 1992.A.0126.51 , RG Number: RG-50.156.0051",interview: 1983 June 08,https://collections.ushmm.org/search/catalog/irn510705
"Oral History , Accession Number: 1992.A.0127.28 , RG Number: RG-50.154.0028",interview: 1986 May 01,https://collections.ushmm.org/search/catalog/irn510736
"Oral History , Accession Number: 1993.A.0094.33 , RG Number: RG-50.150.0033",Unknown,https://collections.ushmm.org/search/catalog/irn510636
"Oral History , Accession Number: 1989.346.23 , RG Number: RG-50.031.0023",undated:,https://collections.ushmm.org/search/catalog/irn507455
"Oral History , Accession Number: 2010.181 , RG Number: RG-50.030.0578",interview: 2010 August 13,https://collections.ushmm.org/search/catalog/irn41719
"Oral History , Accession Number: 2010.363 , RG Number: RG-50.030.0599",interview: 2010 October 16,https://collections.ushmm.org/search/catalog/irn42212
"Oral History , Accession Number: 2001.137.85 , RG Number: RG-50.010.0085",interview: 1980 June 10,https://collections.ushmm.org/search/catalog/irn508957
"Oral History , RG Number: RG-50.999.0507",interview: 2015 April 29,https://collections.ushmm.org/search/catalog/irn598620
"Oral History , RG Number: RG-50.999.0499",interview: 2015 April 01,https://collections.ushmm.org/search/catalog/irn598612
"Oral History , RG Number: RG-50.999.0464",interview: 2014 May 01,https://collections.ushmm.org/search/catalog/irn598577
"Oral History , RG Number: RG-50.999.0414",interview: 2013 April 10,https://collections.ushmm.org/search/catalog/irn598527
"Oral History , Accession Number: 2022.9.7 , RG Number: RG-90.217.0007",Unknown,https://collections.ushmm.org/search/catalog/irn734848
"Oral History , RG Number: RG-50.999.0661",interview: 2018 July 03,https://collections.ushmm.org/search/catalog/irn706925
"Oral History , RG Number: RG-50.999.0644",interview: 2018 May 02,https://collections.ushmm.org/search/catalog/irn706908
"Oral History , Accession Number: 1992.A.0125.79 , RG Number: RG-50.233.0079",interview: 1992 January 16,https://collections.ushmm.org/search/catalog/irn509162
"Oral History , Accession Number: 1999.A.0122.778 , RG Number: RG-50.477.0778",interview: 1990 March 24,https://collections.ushmm.org/search/catalog/irn515726
"Oral History , Accession Number: 1999.A.0122.1238 , RG Number: RG-50.477.1238",interview: 1984 October 28,https://collections.ushmm.org/search/catalog/irn45974
"Oral History , Accession Number: 1999.A.0103 , RG Number: RG-50.030.0398",interview: 1999 June 09,https://collections.ushmm.org/search/catalog/irn507288
"Oral History , Accession Number: 1990.365.1 , RG Number: RG-50.030.0022",interview: 1990 March 22,https://collections.ushmm.org/search/catalog/irn504465
"Oral History , Accession Number: 2012.450.1 , RG Number: RG-50.030.0711",interview: 2012 July 10,https://collections.ushmm.org/search/catalog/irn62054
"Oral History , Accession Number: 1992.A.0125.143 , RG Number: RG-50.233.0143",interview: 1992 August,https://collections.ushmm.org/search/catalog/irn509225
"Oral History , Accession Number: 2015.170.1 , RG Number: RG-50.106.0241",interview: 2015 May 22,https://collections.ushmm.org/search/catalog/irn601152
"Oral History , Accession Number: 1997.A.0441.120 , RG Number: RG-50.462.0120",interview: 1981 November 10,https://collections.ushmm.org/search/catalog/irn515645
"Oral History , Accession Number: 1997.A.0441.68 , RG Number: RG-50.462.0068",interview: 1983 December 11,https://collections.ushmm.org/search/catalog/irn508692
"Oral History , Accession Number: 1997.A.0441.85 , RG Number: RG-50.462.0085",interview: 1987 August 17,https://collections.ushmm.org/search/catalog/irn508726
"Oral History , Accession Number: 1994.A.0453.14 , RG Number: RG-50.164.0014",interview: 1990 February 21,https://collections.ushmm.org/search/catalog/irn511201
"Oral History , Accession Number: 1992.A.0127.8 , RG Number: RG-50.154.0008",interview: 1989 April 13,https://collections.ushmm.org/search/catalog/irn510728
"Oral History , Accession Number: 1993.A.0094.5 , RG Number: RG-50.150.0005",interview: 1978 May 20,https://collections.ushmm.org/search/catalog/irn510608
"Oral History , Accession Number: 1999.A.0122.1060 , RG Number: RG-50.477.1060",interview: 1991 June 05,https://collections.ushmm.org/search/catalog/irn518348
"Oral History , Accession Number: 1989.67.51 , RG Number: RG-50.012.0051",interview: 1987 June 30,https://collections.ushmm.org/search/catalog/irn506534
"Oral History , Accession Number: 1999.A.0122.784 , RG Number: RG-50.477.0784",interview: 1989 December 05,https://collections.ushmm.org/search/catalog/irn515732
"Oral History , Accession Number: 2008.64 , RG Number: RG-50.106.0173",interview: 2008 April 03,https://collections.ushmm.org/search/catalog/irn35973
"Oral History , Accession Number: 2012.32 , RG Number: RG-50.106.0196",interview: 2012 April 11,https://collections.ushmm.org/search/catalog/irn46823
"Oral History , Accession Number: 2002.237 , RG Number: RG-50.030.0469",interview: 2002 August 27,https://collections.ushmm.org/search/catalog/irn511521
"Oral History , Accession Number: 1998.A.0051 , RG Number: RG-50.030.0455",interview: 1998 March 30,https://collections.ushmm.org/search/catalog/irn506688
"Oral History , Accession Number: 1990.410.1 , RG Number: RG-50.030.0215",interview: 1990 June 15,https://collections.ushmm.org/search/catalog/irn504707
"Oral History , Accession Number: 1997.A.0362 , RG Number: RG-50.106.0087",interview: 1997 October 31,https://collections.ushmm.org/search/catalog/irn507584
"Oral History , Accession Number: 1990.352.1 , RG Number: RG-50.030.0161",interview: 1990 February 20,https://collections.ushmm.org/search/catalog/irn504659
"Oral History , Accession Number: 1990.420.1 , RG Number: RG-50.030.0120",interview: 1990 July 10,https://collections.ushmm.org/search/catalog/irn504614
"Oral History , Accession Number: 1992.A.0125.26 , RG Number: RG-50.233.0026",interview: 1992 May 12,https://collections.ushmm.org/search/catalog/irn509104
"Oral History , Accession Number: 1992.A.0125.30 , RG Number: RG-50.233.0030",interview: 1992 June 09,https://collections.ushmm.org/search/catalog/irn509108
"Oral History , Accession Number: 2001.148 , RG Number: RG-50.549.04.0004",interview: 2001 March 15,https://collections.ushmm.org/search/catalog/irn508802
"Oral History , Accession Number: 1997.A.0441.80 , RG Number: RG-50.462.0080",interview: 1982 February 19,https://collections.ushmm.org/search/catalog/irn508721
"Oral History , Accession Number: 1997.A.0441.34 , RG Number: RG-50.462.0034",interview: 1994 September 05interview: 1994 November 16interview: 1995 June 16,https://collections.ushmm.org/search/catalog/irn508654
"Oral History , Accession Number: 1997.A.0441.43 , RG Number: RG-50.462.0043",interview: 1981 October 01,https://collections.ushmm.org/search/catalog/irn508663
"Oral History , Accession Number: 1997.A.0441.46 , RG Number: RG-50.462.0046",interview: 1985 April 22,https://collections.ushmm.org/search/catalog/irn508666
"Oral History , RG Number: RG-50.447.0005",interview: 1992 April 08,https://collections.ushmm.org/search/catalog/irn513730
"Oral History , Accession Number: 1992.A.0127.21 , RG Number: RG-50.154.0021",interview: 1987 June 24,https://collections.ushmm.org/search/catalog/irn510739
"Oral History , Accession Number: 2010.357 , RG Number: RG-50.030.0592",interview: 2010 October 16,https://collections.ushmm.org/search/catalog/irn42205
"Oral History , RG Number: RG-50.999.0490",interview: 2014 July 31,https://collections.ushmm.org/search/catalog/irn598603
"Oral History , RG Number: RG-50.999.0496",interview: 2015 March 19,https://collections.ushmm.org/search/catalog/irn598609
"Oral History , Accession Number: 1992.A.0128.59 , RG Number: RG-50.165.0059",interview: 1989 March 23,https://collections.ushmm.org/search/catalog/irn511284
"Oral History , Accession Number: 1999.A.0306 , RG Number: RG-50.549.02.0056",interview: 1999 July 11,https://collections.ushmm.org/search/catalog/irn506729
"Oral History , Accession Number: 1999.A.0122.1012 , RG Number: RG-50.477.1012",interview: 1989 August 07,https://collections.ushmm.org/search/catalog/irn517072
"Oral History , Accession Number: 1999.A.0122.788 , RG Number: RG-50.477.0788",interview: 1990 January 27,https://collections.ushmm.org/search/catalog/irn515736
"Oral History , Accession Number: 1999.A.0122.478 , RG Number: RG-50.477.0478",interview: 1991 March 21interview: 1991 April 25interview: 1991 May 14interview: 1991 July 11,https://collections.ushmm.org/search/catalog/irn512363
"Oral History , Accession Number: 1999.A.0122.134 , RG Number: RG-50.477.0134",interview: 1996 November 23,https://collections.ushmm.org/search/catalog/irn508193
"Oral History , Accession Number: 1999.A.0122.1442 , RG Number: RG-50.477.1442",interview: 1983 April 11,https://collections.ushmm.org/search/catalog/irn47709
"Oral History , Accession Number: 1999.A.0122.1358 , RG Number: RG-50.477.1358",interview: 1983 April 12,https://collections.ushmm.org/search/catalog/irn47652
"Oral History , Accession Number: 1999.A.0122.1266 , RG Number: RG-50.477.1266",interview: 1984 December 08,https://collections.ushmm.org/search/catalog/irn46003
"Oral History , Accession Number: 1992.A.0125.64 , RG Number: RG-50.233.0064",interview: 1992 July 31,https://collections.ushmm.org/search/catalog/irn509147
"Oral History , Accession Number: 2004.45 , RG Number: RG-50.106.0164",interview: 2004 January 20,https://collections.ushmm.org/search/catalog/irn514868
"Oral History , Accession Number: 1990.447.1 , RG Number: RG-50.030.0211",interview: 1990 September 06,https://collections.ushmm.org/search/catalog/irn504703
"Oral History , Accession Number: 1990.389.1 , RG Number: RG-50.030.0198",interview: 1990 May 15,https://collections.ushmm.org/search/catalog/irn504692
"Oral History , Accession Number: 2012.169.1 , RG Number: RG-50.030.0664",interview: 2012 July 24,https://collections.ushmm.org/search/catalog/irn47384
"Oral History , Accession Number: 2013.61.1 , RG Number: RG-50.030.0693",interview: 2013 April 15,https://collections.ushmm.org/search/catalog/irn58656
"Oral History , Accession Number: 1997.A.0441.12 , RG Number: RG-50.462.0012",interview: 1982 October 25,https://collections.ushmm.org/search/catalog/irn508633
"Oral History , Accession Number: 1992.A.0128.94 , RG Number: RG-50.165.0094",interview: 1989 March 09,https://collections.ushmm.org/search/catalog/irn511315
"Oral History , Accession Number: 1992.A.0128.54 , RG Number: RG-50.165.0054",interview: 1989 August 01,https://collections.ushmm.org/search/catalog/irn511279
"Oral History , Accession Number: 1992.A.0126.15 , RG Number: RG-50.156.0015",interview: 1983 March 31,https://collections.ushmm.org/search/catalog/irn510669
"Oral History , Accession Number: 1993.A.0094.18 , RG Number: RG-50.150.0018",Unknown,https://collections.ushmm.org/search/catalog/irn510621
"Oral History , Accession Number: 1989.228.9 , RG Number: RG-50.060.0009",interview: 1988 February 09,https://collections.ushmm.org/search/catalog/irn512493
"Oral History , Accession Number: 2009.132 , RG Number: RG-50.030.0530",interview: 2009 June 09,https://collections.ushmm.org/search/catalog/irn38054
"Oral History , Accession Number: 2008.366 , RG Number: RG-50.030.0553",interview: 2008 November 08,https://collections.ushmm.org/search/catalog/irn41503
"Oral History , Accession Number: 1993.A.0088.15 , RG Number: RG-50.002.0015",interview: 1982,https://collections.ushmm.org/search/catalog/irn504520
"Oral History , Accession Number: 2010.9.2 , RG Number: RG-50.609.0002",interview: 2006,https://collections.ushmm.org/search/catalog/irn39660
"Oral History , Accession Number: 2020.210.66 , RG Number: RG-90.121.0066",interview: 2014,https://collections.ushmm.org/search/catalog/irn716171
"Oral History , Accession Number: 1992.A.0126.30 , RG Number: RG-50.156.0030",interview: 1985 January 26,https://collections.ushmm.org/search/catalog/irn510684
"Oral History , Accession Number: 1999.A.0122.959 , RG Number: RG-50.477.0959",interview: 1996 July 10,https://collections.ushmm.org/search/catalog/irn517007
"Oral History , Accession Number: 1999.A.0122.157 , RG Number: RG-50.477.0157",interview: 2000 October 16,https://collections.ushmm.org/search/catalog/irn508217
"Oral History , Accession Number: 1994.A.0447.17 , RG Number: RG-50.042.0017",interview: 1992 March 10,https://collections.ushmm.org/search/catalog/irn505570
"Oral History , Accession Number: 2002.43 , RG Number: RG-50.030.0465",interview: 2002 April 04,https://collections.ushmm.org/search/catalog/irn519930
"Oral History , Accession Number: 1994.A.0447.6 , RG Number: RG-50.042.0006",interview: 1992 February 10,https://collections.ushmm.org/search/catalog/irn505560
"Oral History , Accession Number: 2006.372 , RG Number: RG-50.030.0511",interview: 2006 October 31,https://collections.ushmm.org/search/catalog/irn518604
"Oral History , Accession Number: 2013.81.1 , RG Number: RG-50.030.0698",interview: 2013 May 07,https://collections.ushmm.org/search/catalog/irn59194
"Oral History , Accession Number: 2013.85.1 , RG Number: RG-50.030.0702",interview: 2013 May 09,https://collections.ushmm.org/search/catalog/irn59200
"Oral History , Accession Number: 1997.A.0414 , RG Number: RG-50.106.0063",interview: 1997 May 23,https://collections.ushmm.org/search/catalog/irn507561
"Oral History , Accession Number: 1994.A.0447.32 , RG Number: RG-50.042.0032",interview: 1992 February 18,https://collections.ushmm.org/search/catalog/irn505585
"Oral History , RG Number: RG-50.999.0744",interview: 2021 June 09,https://collections.ushmm.org/search/catalog/irn724300
"Oral History , Accession Number: 2008.368 , RG Number: RG-50.030.0554",interview: 2008 November 08,https://collections.ushmm.org/search/catalog/irn41504
"Oral History , RG Number: RG-50.999.0586",interview: 2017 March 22,https://collections.ushmm.org/search/catalog/irn598699
"Oral History , RG Number: RG-50.999.0594",interview: 2017 April 19,https://collections.ushmm.org/search/catalog/irn598707
"Oral History , RG Number: RG-50.999.0615",interview: 2017 June 29,https://collections.ushmm.org/search/catalog/irn598728
"Oral History , RG Number: RG-50.999.0476",interview: 2014 June 12,https://collections.ushmm.org/search/catalog/irn598589
"Oral History , Accession Number: 1990.381.1 , RG Number: RG-50.030.0049",interview: 1990 May 03,https://collections.ushmm.org/search/catalog/irn504455
"Oral History , Accession Number: 2016.197.1 , RG Number: RG-50.030.0883",interview: 2016 June 08,https://collections.ushmm.org/search/catalog/irn545782
"Oral History , Accession Number: 2014.56.1 , RG Number: RG-50.030.0749",interview: 2014 May 02,https://collections.ushmm.org/search/catalog/irn82914
"Oral History , Accession Number: 1996.A.0420 , RG Number: RG-50.030.0378",interview: 1996 August 26,https://collections.ushmm.org/search/catalog/irn504871
