identifiers,date,page
"Oral History , Accession Number: 1995.A.1285.21 , RG Number: RG-50.149.0021",interview: 1990 September 17,https://collections.ushmm.org/search/catalog/irn510828
"Oral History , Accession Number: 1995.A.1284.16 , RG Number: RG-50.147.0016",interview: 1983 May 19,https://collections.ushmm.org/search/catalog/irn510769
"Oral History , RG Number: RG-50.999.0619",interview: 2017 July 13,https://collections.ushmm.org/search/catalog/irn598732
"Oral History , Accession Number: 2022.9.32 , RG Number: RG-90.217.0032",Unknown,https://collections.ushmm.org/search/catalog/irn734873
"Oral History , Accession Number: 2022.9.20 , RG Number: RG-90.217.0020",Unknown,https://collections.ushmm.org/search/catalog/irn734861
"Oral History , Accession Number: 1999.A.0122.1044 , RG Number: RG-50.477.1044",interview: 1990 April 01,https://collections.ushmm.org/search/catalog/irn518295
"Oral History , Accession Number: 2017.215.1 , RG Number: RG-50.977.0001",interview: 2013 April,https://collections.ushmm.org/search/catalog/irn561498
"Oral History , Accession Number: 1999.A.0122.26 , RG Number: RG-50.477.0026",interview: 1992 April 23interview: 1992 June 24interview: 1991 December 19interview: 1991 November 12,https://collections.ushmm.org/search/catalog/irn507697
"Oral History , Accession Number: 1999.A.0122.1467 , RG Number: RG-50.477.1467",interview: 1984 August 06,https://collections.ushmm.org/search/catalog/irn47767
"Oral History , Accession Number: 1999.A.0122.1388 , RG Number: RG-50.477.1388",interview: 1983 April 13,https://collections.ushmm.org/search/catalog/irn47682
"Oral History , Accession Number: 1999.A.0122.1345 , RG Number: RG-50.477.1345",interview: 1983 April 13,https://collections.ushmm.org/search/catalog/irn47624
"Oral History , Accession Number: 1999.A.0122.1336 , RG Number: RG-50.477.1336",interview: 1983 April 13,https://collections.ushmm.org/search/catalog/irn47610
"Film , Accession Number: 1996.166 , RG Number: RG-60.5010 , Film ID: 3414, 3415, 3416, 3417, 3418, 3419",Event: Winter 1978-1979Production: 1985,https://collections.ushmm.org/search/catalog/irn1003919
"Oral History , RG Number: RG-50.030.0003",interview: 1990 November 29,https://collections.ushmm.org/search/catalog/irn504469
"Oral History , RG Number: RG-50.030.0007",interview: 1991 April 04,https://collections.ushmm.org/search/catalog/irn504525
"Oral History , Accession Number: 1992.A.0125.43 , RG Number: RG-50.233.0043",interview: 1992 January 30,https://collections.ushmm.org/search/catalog/irn509125
"Oral History , Accession Number: 2001.213.27 , RG Number: RG-50.969.0027",interview: 2000 November 27,https://collections.ushmm.org/search/catalog/irn558846
"Oral History , Accession Number: 1997.A.0441.69 , RG Number: RG-50.462.0069",interview: 1981 November 09interview: 1981 November 17,https://collections.ushmm.org/search/catalog/irn508693
"Oral History , Accession Number: 2020.210.9 , RG Number: RG-90.121.0009",interview: 2015,https://collections.ushmm.org/search/catalog/irn716114
"Oral History , Accession Number: 1998.A.0266 , RG Number: RG-50.549.02.0029",interview: 1998 November 23,https://collections.ushmm.org/search/catalog/irn506750
"Oral History , Accession Number: 2015.15.1 , RG Number: RG-50.030.0780",interview: 2015 January 31,https://collections.ushmm.org/search/catalog/irn96007
"Oral History , Accession Number: 1992.A.0126.28 , RG Number: RG-50.156.0028",interview: 1983 June 16,https://collections.ushmm.org/search/catalog/irn510682
"Oral History , Accession Number: 1989.A.0338 , RG Number: RG-50.030.0047",interview: 1989 September 22,https://collections.ushmm.org/search/catalog/irn504547
"Oral History , Accession Number: 1999.A.0122.1468 , RG Number: RG-50.477.1468",interview: 1983 April 11,https://collections.ushmm.org/search/catalog/irn47714
"Oral History , Accession Number: 1999.A.0122.1415 , RG Number: RG-50.477.1415",interview: 1983 April 12,https://collections.ushmm.org/search/catalog/irn47737
"Oral History , RG Number: RG-50.030.0356",interview: 1995 December 12,https://collections.ushmm.org/search/catalog/irn504849
"Oral History , Accession Number: 1989.A.0359 , RG Number: RG-50.030.0256",interview: 1989 December 07,https://collections.ushmm.org/search/catalog/irn504751
"Oral History , RG Number: RG-50.030.0260",interview: 1994 August 18,https://collections.ushmm.org/search/catalog/irn504740
"Oral History , Accession Number: 1995.A.1269.7 , RG Number: RG-50.470.0007",interview: 1995 February 13,https://collections.ushmm.org/search/catalog/irn511052
"Oral History , Accession Number: 1995.A.1257.22 , RG Number: RG-50.322.0022",interview: 1978 August 15,https://collections.ushmm.org/search/catalog/irn510476
"Oral History , Accession Number: 1995.A.1257.33 , RG Number: RG-50.322.0033",interview: 1980 January 28,https://collections.ushmm.org/search/catalog/irn510487
"Oral History , Accession Number: 1992.A.0127.31 , RG Number: RG-50.154.0031",interview: 1987 July 20,https://collections.ushmm.org/search/catalog/irn510745
"Oral History , Accession Number: 1992.A.0124.19 , RG Number: RG-50.028.0019",interview: 1991 July 20,https://collections.ushmm.org/search/catalog/irn508756
"Oral History , Accession Number: 2001.137.87 , RG Number: RG-50.010.0087",interview: 1978 November 01,https://collections.ushmm.org/search/catalog/irn508959
"Oral History , Accession Number: 2019.154.27 , RG Number: RG-90.008.0027",interview: 1998 June 06,https://collections.ushmm.org/search/catalog/irn693782
"Oral History , Accession Number: 1999.A.0037.10 , RG Number: RG-50.479.0010",interview: 1988 July 14,https://collections.ushmm.org/search/catalog/irn513664
"Oral History , RG Number: RG-50.999.0653",interview: 2018 June 06,https://collections.ushmm.org/search/catalog/irn706917
"Oral History , Accession Number: 1999.A.0305 , RG Number: RG-50.549.02.0053",interview: 1999 July 11,https://collections.ushmm.org/search/catalog/irn506728
"Oral History , Accession Number: 1990.347.1 , RG Number: RG-50.030.0059",interview: 1990 February 13,https://collections.ushmm.org/search/catalog/irn506774
"Oral History , Accession Number: 1999.A.0122.674 , RG Number: RG-50.477.0674",interview: 1990 July 19,https://collections.ushmm.org/search/catalog/irn515146
"Oral History , Accession Number: 1999.A.0122.494 , RG Number: RG-50.477.0494",interview: 1989 April 02interview: 1989 November 16,https://collections.ushmm.org/search/catalog/irn512380
"Film , Accession Number: 1996.166 , RG Number: RG-60.5061 , Film ID: 3875, 3876, 3877, 3878, 3879",Event: Winter 1978-1979Production: 1985,https://collections.ushmm.org/search/catalog/irn1004818
"Oral History , Accession Number: 2014.328.2 , RG Number: RG-50.778.0001",interview: 2013 December 10,https://collections.ushmm.org/search/catalog/irn84331
"Oral History , RG Number: RG-50.030.0125",interview: 1990 November 16,https://collections.ushmm.org/search/catalog/irn504619
"Oral History , Accession Number: 2015.32.1 , RG Number: RG-50.030.0776",interview: 2015 January 13,https://collections.ushmm.org/search/catalog/irn95256
"Oral History , Accession Number: 1992.A.0125.24 , RG Number: RG-50.233.0024",interview: 1992 February 28,https://collections.ushmm.org/search/catalog/irn509102
"Oral History , Accession Number: 2005.261 , RG Number: RG-50.030.0496",interview: 2005 July 14,https://collections.ushmm.org/search/catalog/irn517248
"Oral History , Accession Number: 1997.A.0441.20 , RG Number: RG-50.462.0020",interview: 1982 March 26,https://collections.ushmm.org/search/catalog/irn508641
"Oral History , Accession Number: 1992.A.0128.14 , RG Number: RG-50.165.0014",interview: 1989 August 23,https://collections.ushmm.org/search/catalog/irn511236
"Oral History , Accession Number: 2001.137.26 , RG Number: RG-50.010.0026",interview: 1979 January 18,https://collections.ushmm.org/search/catalog/irn508895
"Oral History , RG Number: RG-50.999.0448",interview: 2013 August 07,https://collections.ushmm.org/search/catalog/irn598561
"Oral History , RG Number: RG-50.999.0671",interview: 2018 August 02,https://collections.ushmm.org/search/catalog/irn706935
"Oral History , RG Number: RG-50.999.0713",interview: 2019 July 25,https://collections.ushmm.org/search/catalog/irn713279
"Oral History , Accession Number: 1992.A.0125.12 , RG Number: RG-50.233.0012",interview: 1992 April 01,https://collections.ushmm.org/search/catalog/irn509088
"Oral History , RG Number: RG-50.549.01.0010",interview: 1996 February 25,https://collections.ushmm.org/search/catalog/irn504899
"Oral History , Accession Number: 1999.A.0183 , RG Number: RG-50.030.0399",interview: 1999 August 17,https://collections.ushmm.org/search/catalog/irn507290
"Oral History , Accession Number: 2001.249 , RG Number: RG-50.549.04.0001",interview: 2001 December 13,https://collections.ushmm.org/search/catalog/irn509736
"Oral History , Accession Number: 2014.3.1 , RG Number: RG-50.106.0218",interview: 2014 January 23,https://collections.ushmm.org/search/catalog/irn76247
"Oral History , Accession Number: 1997.A.0356 , RG Number: RG-50.106.0081",interview: 1997 October 22,https://collections.ushmm.org/search/catalog/irn507578
"Oral History , RG Number: RG-50.030.0341",interview: 1995 July 12,https://collections.ushmm.org/search/catalog/irn504835
"Oral History , Accession Number: 1995.A.1278 , RG Number: RG-50.106.0124",interview: 1993 July 14,https://collections.ushmm.org/search/catalog/irn506635
"Oral History , Accession Number: 2003.371 , RG Number: RG-50.030.0481",interview: 2003 November 06,https://collections.ushmm.org/search/catalog/irn514469
"Oral History , Accession Number: 1997.A.0441.83 , RG Number: RG-50.462.0083",interview: 1992 April 07,https://collections.ushmm.org/search/catalog/irn508724
"Oral History , Accession Number: 1995.A.1286.5 , RG Number: RG-50.405.0005",interview: 1990 June 11,https://collections.ushmm.org/search/catalog/irn511650
"Oral History , Accession Number: 1991.A.0110.9 , RG Number: RG-50.266.0009",interview: 1991 October 25,https://collections.ushmm.org/search/catalog/irn511011
"Oral History , Accession Number: 1992.A.0126.60 , RG Number: RG-50.156.0060",interview: 1982 July 14,https://collections.ushmm.org/search/catalog/irn510714
"Oral History , Accession Number: 1993.A.0094.36 , RG Number: RG-50.150.0036",interview: 1977 November 09,https://collections.ushmm.org/search/catalog/irn510639
"Oral History , Accession Number: 2009.53 , RG Number: RG-50.030.0528",interview: 2009 May 11,https://collections.ushmm.org/search/catalog/irn37541
"Oral History , Accession Number: 2001.137.97 , RG Number: RG-50.010.0097",interview: 1978 August 29,https://collections.ushmm.org/search/catalog/irn508971
"Oral History , Accession Number: 2020.210.56 , RG Number: RG-90.121.0056",interview: 2014,https://collections.ushmm.org/search/catalog/irn716161
"Oral History , Accession Number: 1999.A.0122.497 , RG Number: RG-50.477.0497",interview: 1991 March 27interview: 1991 June 06interview: 1991 August 22interview: 1991 November 19interview: 1993 December 02interview: 1993 December 17interview: 1994 February 04interview: 1994 April 01interview: 1994 July 11interview: 1994 July 25,https://collections.ushmm.org/search/catalog/irn512383
"Oral History , Accession Number: 1999.A.0122.448 , RG Number: RG-50.477.0448",interview: 1990 August 15interview: 1990 July 19interview: 1990 September 05interview: 1990 September 11interview: 1990 October 23,https://collections.ushmm.org/search/catalog/irn512332
"Oral History , Accession Number: 1999.A.0122.123 , RG Number: RG-50.477.0123",interview: 1992 August 14,https://collections.ushmm.org/search/catalog/irn508182
"Oral History , RG Number: RG-50.030.0352",interview: 1995 October 17,https://collections.ushmm.org/search/catalog/irn504845
"Oral History , Accession Number: 2001.27 , RG Number: RG-50.106.0140",interview: 2001 March 13,https://collections.ushmm.org/search/catalog/irn508463
"Oral History , Accession Number: 1989.A.0343 , RG Number: RG-50.030.0217",interview: 1990 October 06,https://collections.ushmm.org/search/catalog/irn504709
"Oral History , Accession Number: 1992.A.0129.20 , RG Number: RG-50.029.0020",interview: 1992 April 26,https://collections.ushmm.org/search/catalog/irn511629
"Oral History , Accession Number: 1992.A.0125.112 , RG Number: RG-50.233.0112",interview: 1992 July 01,https://collections.ushmm.org/search/catalog/irn509194
"Oral History , Accession Number: 1994.A.0447.30 , RG Number: RG-50.042.0030",interview: 1992 February 24,https://collections.ushmm.org/search/catalog/irn505583
"Oral History , Accession Number: 1989.A.0364 , RG Number: RG-50.030.0085",interview: 1989 December 28,https://collections.ushmm.org/search/catalog/irn504580
"Oral History , RG Number: RG-50.999.0576",interview: 2016 July 20,https://collections.ushmm.org/search/catalog/irn598689
"Oral History , RG Number: RG-50.999.0517",interview: 2015 June 03,https://collections.ushmm.org/search/catalog/irn598630
"Oral History , Accession Number: 1992.A.0125.20 , RG Number: RG-50.233.0020",interview: 1993 March 04,https://collections.ushmm.org/search/catalog/irn509098
"Oral History , Accession Number: 1999.A.0122.887 , RG Number: RG-50.477.0887",interview: 1990 June 12,https://collections.ushmm.org/search/catalog/irn515987
"Oral History , Accession Number: 1999.A.0122.626 , RG Number: RG-50.477.0626",interview: 1990 September 25,https://collections.ushmm.org/search/catalog/irn514580
"Oral History , Accession Number: 1993.A.0089.29 , RG Number: RG-50.155.0029",interview: 1995 August 09,https://collections.ushmm.org/search/catalog/irn508492
"Oral History , Accession Number: 1996.A.0356 , RG Number: RG-50.030.0442",interview: 1996 August 11,https://collections.ushmm.org/search/catalog/irn504916
"Oral History , Accession Number: 2016.106.1 , RG Number: RG-50.030.0878",interview: 2016 May 21,https://collections.ushmm.org/search/catalog/irn539330
"Oral History , Accession Number: 1990.422.1 , RG Number: RG-50.030.0149",interview: 1990 July 11,https://collections.ushmm.org/search/catalog/irn504643
"Oral History , Accession Number: 1997.A.0441.123 , RG Number: RG-50.462.0123",interview: 1995 April 25interview: 1995 May 09,https://collections.ushmm.org/search/catalog/irn515648
